filepath,label
inme\yok_clean\16565.png,0
inme\yok_clean\12290.png,0
inme\yok_clean\15734.png,0
inme\yok_clean\13152.png,0
inme\var_iskemi_clean\10351.png,1
inme\yok_clean\12766.png,0
inme\var_kanama_clean\15302.png,1
inme\var_kanama_clean\16051.png,1
inme\yok_clean\12045.png,0
inme\yok_clean\14274.png,0
inme\var_kanama_clean\13530.png,1
inme\yok_clean\16266.png,0
inme\yok_clean\16624.png,0
inme\var_kanama_clean\15983.png,1
inme\var_iskemi_clean\16284.png,1
inme\yok_clean\16248.png,0
inme\yok_clean\11566.png,0
inme\yok_clean\16970.png,0
inme\yok_clean\12597.png,0
inme\yok_clean\13457.png,0
inme\yok_clean\13778.png,0
inme\var_iskemi_clean\12075.png,1
inme\yok_clean\10211.png,0
inme\yok_clean\14616.png,0
inme\yok_clean\16754.png,0
inme\var_kanama_clean\10889.png,1
inme\var_iskemi_clean\11403.png,1
inme\var_kanama_clean\11780.png,1
inme\yok_clean\10526.png,0
inme\yok_clean\16029.png,0
inme\yok_clean\10573.png,0
inme\yok_clean\12760.png,0
inme\yok_clean\14624.png,0
inme\var_kanama_clean\11498.png,1
inme\yok_clean\11857.png,0
inme\yok_clean\11549.png,0
inme\var_iskemi_clean\11103.png,1
inme\yok_clean\12767.png,0
inme\yok_clean\15913.png,0
inme\yok_clean\10380.png,0
inme\yok_clean\14390.png,0
inme\yok_clean\11885.png,0
inme\yok_clean\11696.png,0
inme\yok_clean\16224.png,0
inme\yok_clean\11292.png,0
inme\yok_clean\11820.png,0
inme\yok_clean\16795.png,0
inme\yok_clean\14160.png,0
inme\yok_clean\12895.png,0
inme\yok_clean\11307.png,0
inme\yok_clean\11697.png,0
inme\yok_clean\10445.png,0
inme\var_iskemi_clean\14796.png,1
inme\yok_clean\14140.png,0
inme\var_iskemi_clean\13078.png,1
inme\var_iskemi_clean\12585.png,1
inme\var_iskemi_clean\10289.png,1
inme\var_iskemi_clean\11457.png,1
inme\yok_clean\10237.png,0
inme\yok_clean\15764.png,0
inme\yok_clean\14842.png,0
inme\yok_clean\12724.png,0
inme\var_iskemi_clean\16450.png,1
inme\yok_clean\11458.png,0
inme\yok_clean\15133.png,0
inme\yok_clean\15604.png,0
inme\var_iskemi_clean\15991.png,1
inme\yok_clean\16180.png,0
inme\yok_clean\15797.png,0
inme\yok_clean\11725.png,0
inme\yok_clean\16171.png,0
inme\yok_clean\14236.png,0
inme\yok_clean\13629.png,0
inme\yok_clean\11236.png,0
inme\yok_clean\11391.png,0
inme\yok_clean\16007.png,0
inme\yok_clean\15219.png,0
inme\var_kanama_clean\11919.png,1
inme\var_iskemi_clean\16214.png,1
inme\yok_clean\10303.png,0
inme\yok_clean\14701.png,0
inme\yok_clean\13824.png,0
inme\yok_clean\11748.png,0
inme\yok_clean\14736.png,0
inme\var_iskemi_clean\12102.png,1
inme\yok_clean\14966.png,0
inme\yok_clean\13262.png,0
inme\var_iskemi_clean\16166.png,1
inme\yok_clean\16202.png,0
inme\yok_clean\10864.png,0
inme\yok_clean\10819.png,0
inme\yok_clean\11205.png,0
inme\yok_clean\14759.png,0
inme\var_kanama_clean\14463.png,1
inme\var_iskemi_clean\16287.png,1
inme\yok_clean\16161.png,0
inme\var_kanama_clean\12606.png,1
inme\var_kanama_clean\15338.png,1
inme\yok_clean\11675.png,0
inme\yok_clean\16759.png,0
inme\yok_clean\14347.png,0
inme\var_iskemi_clean\16215.png,1
inme\yok_clean\13785.png,0
inme\yok_clean\16130.png,0
inme\yok_clean\10411.png,0
inme\var_iskemi_clean\13343.png,1
inme\yok_clean\16927.png,0
inme\var_iskemi_clean\10648.png,1
inme\yok_clean\14281.png,0
inme\yok_clean\16053.png,0
inme\yok_clean\12809.png,0
inme\yok_clean\13123.png,0
inme\yok_clean\13609.png,0
inme\yok_clean\11354.png,0
inme\yok_clean\12110.png,0
inme\yok_clean\11887.png,0
inme\var_kanama_clean\15910.png,1
inme\var_iskemi_clean\16881.png,1
inme\yok_clean\16068.png,0
inme\yok_clean\15744.png,0
inme\yok_clean\10026.png,0
inme\var_kanama_clean\10878.png,1
inme\var_iskemi_clean\11353.png,1
inme\yok_clean\13835.png,0
inme\var_iskemi_clean\16884.png,1
inme\yok_clean\14147.png,0
inme\yok_clean\12974.png,0
inme\yok_clean\11775.png,0
inme\yok_clean\10057.png,0
inme\var_kanama_clean\11768.png,1
inme\var_kanama_clean\13647.png,1
inme\var_iskemi_clean\13206.png,1
inme\yok_clean\10738.png,0
inme\var_iskemi_clean\10418.png,1
inme\var_kanama_clean\10806.png,1
inme\yok_clean\15836.png,0
inme\yok_clean\13876.png,0
inme\var_kanama_clean\10134.png,1
inme\yok_clean\10972.png,0
inme\var_kanama_clean\13210.png,1
inme\yok_clean\10282.png,0
inme\var_kanama_clean\13858.png,1
inme\var_iskemi_clean\15166.png,1
inme\var_iskemi_clean\11552.png,1
inme\yok_clean\15725.png,0
inme\yok_clean\16225.png,0
inme\yok_clean\16380.png,0
inme\yok_clean\15303.png,0
inme\yok_clean\10071.png,0
inme\var_iskemi_clean\13046.png,1
inme\var_kanama_clean\11674.png,1
inme\yok_clean\14315.png,0
inme\yok_clean\12218.png,0
inme\var_iskemi_clean\16980.png,1
inme\var_iskemi_clean\12412.png,1
inme\yok_clean\11438.png,0
inme\yok_clean\12611.png,0
inme\var_kanama_clean\10234.png,1
inme\var_iskemi_clean\11545.png,1
inme\var_kanama_clean\14025.png,1
inme\yok_clean\12930.png,0
inme\yok_clean\10000.png,0
inme\yok_clean\15794.png,0
inme\yok_clean\10821.png,0
inme\var_iskemi_clean\13091.png,1
inme\var_kanama_clean\12356.png,1
inme\var_kanama_clean\12254.png,1
inme\yok_clean\14293.png,0
inme\yok_clean\14432.png,0
inme\var_iskemi_clean\15650.png,1
inme\yok_clean\11541.png,0
inme\yok_clean\12734.png,0
inme\var_kanama_clean\11400.png,1
inme\yok_clean\11252.png,0
inme\var_iskemi_clean\13573.png,1
inme\var_iskemi_clean\16000.png,1
inme\yok_clean\12557.png,0
inme\var_kanama_clean\16622.png,1
inme\yok_clean\13126.png,0
inme\var_iskemi_clean\13275.png,1
inme\yok_clean\13748.png,0
inme\var_kanama_clean\13819.png,1
inme\yok_clean\15496.png,0
inme\yok_clean\12139.png,0
inme\yok_clean\12138.png,0
inme\var_kanama_clean\15575.png,1
inme\yok_clean\11302.png,0
inme\var_kanama_clean\11039.png,1
inme\yok_clean\11441.png,0
inme\var_iskemi_clean\14239.png,1
inme\yok_clean\13057.png,0
inme\yok_clean\16552.png,0
inme\var_iskemi_clean\14513.png,1
inme\var_kanama_clean\15515.png,1
inme\yok_clean\14222.png,0
inme\yok_clean\16669.png,0
inme\var_iskemi_clean\14078.png,1
inme\var_kanama_clean\12841.png,1
inme\var_kanama_clean\12729.png,1
inme\yok_clean\14778.png,0
inme\yok_clean\12685.png,0
inme\yok_clean\16417.png,0
inme\yok_clean\14662.png,0
inme\yok_clean\14372.png,0
inme\yok_clean\11484.png,0
inme\yok_clean\12980.png,0
inme\var_kanama_clean\14311.png,1
inme\var_kanama_clean\11772.png,1
inme\yok_clean\13551.png,0
inme\yok_clean\10342.png,0
inme\yok_clean\10587.png,0
inme\var_iskemi_clean\12761.png,1
inme\var_iskemi_clean\13183.png,1
inme\var_kanama_clean\16018.png,1
inme\yok_clean\12747.png,0
inme\yok_clean\15510.png,0
inme\yok_clean\14541.png,0
inme\var_kanama_clean\12814.png,1
inme\var_iskemi_clean\13015.png,1
inme\var_kanama_clean\11730.png,1
inme\var_kanama_clean\14872.png,1
inme\yok_clean\12235.png,0
inme\var_kanama_clean\11352.png,1
inme\yok_clean\11816.png,0
inme\yok_clean\14363.png,0
inme\yok_clean\13558.png,0
inme\yok_clean\11387.png,0
inme\yok_clean\10012.png,0
inme\var_kanama_clean\12893.png,1
inme\var_kanama_clean\15997.png,1
inme\var_kanama_clean\14080.png,1
inme\var_iskemi_clean\12492.png,1
inme\var_iskemi_clean\11113.png,1
inme\var_kanama_clean\14069.png,1
inme\var_iskemi_clean\14104.png,1
inme\yok_clean\10527.png,0
inme\yok_clean\14774.png,0
inme\yok_clean\14226.png,0
inme\yok_clean\13292.png,0
inme\var_iskemi_clean\14087.png,1
inme\yok_clean\10079.png,0
inme\yok_clean\10678.png,0
inme\var_iskemi_clean\16830.png,1
inme\yok_clean\14278.png,0
inme\yok_clean\14819.png,0
inme\yok_clean\15077.png,0
inme\var_kanama_clean\16191.png,1
inme\yok_clean\10216.png,0
inme\var_iskemi_clean\11250.png,1
inme\yok_clean\14830.png,0
inme\yok_clean\11676.png,0
inme\yok_clean\14560.png,0
inme\var_iskemi_clean\10164.png,1
inme\yok_clean\14459.png,0
inme\yok_clean\11741.png,0
inme\yok_clean\15615.png,0
inme\yok_clean\10971.png,0
inme\yok_clean\12987.png,0
inme\var_kanama_clean\15963.png,1
inme\yok_clean\16727.png,0
inme\yok_clean\14288.png,0
inme\var_iskemi_clean\12428.png,1
inme\yok_clean\10277.png,0
inme\var_kanama_clean\16190.png,1
inme\yok_clean\13805.png,0
inme\var_iskemi_clean\13100.png,1
inme\var_kanama_clean\12689.png,1
inme\yok_clean\13633.png,0
inme\yok_clean\16891.png,0
inme\yok_clean\10299.png,0
inme\yok_clean\11586.png,0
inme\var_iskemi_clean\14914.png,1
inme\yok_clean\16710.png,0
inme\yok_clean\10533.png,0
inme\var_kanama_clean\11128.png,1
inme\yok_clean\13506.png,0
inme\var_kanama_clean\12696.png,1
inme\yok_clean\13194.png,0
inme\var_iskemi_clean\12519.png,1
inme\var_kanama_clean\16133.png,1
inme\yok_clean\15742.png,0
inme\yok_clean\14849.png,0
inme\yok_clean\16642.png,0
inme\yok_clean\14466.png,0
inme\yok_clean\13519.png,0
inme\yok_clean\14316.png,0
inme\yok_clean\15334.png,0
inme\var_kanama_clean\14187.png,1
inme\var_kanama_clean\13196.png,1
inme\var_kanama_clean\10927.png,1
inme\yok_clean\14481.png,0
inme\var_kanama_clean\14310.png,1
inme\var_kanama_clean\15134.png,1
inme\yok_clean\15879.png,0
inme\yok_clean\16099.png,0
inme\yok_clean\16366.png,0
inme\yok_clean\10081.png,0
inme\yok_clean\11234.png,0
inme\yok_clean\10818.png,0
inme\yok_clean\13089.png,0
inme\yok_clean\12629.png,0
inme\yok_clean\13765.png,0
inme\yok_clean\15656.png,0
inme\var_iskemi_clean\13705.png,1
inme\var_iskemi_clean\16362.png,1
inme\yok_clean\11083.png,0
inme\yok_clean\10270.png,0
inme\var_iskemi_clean\12080.png,1
inme\yok_clean\10564.png,0
inme\yok_clean\14223.png,0
inme\var_kanama_clean\14686.png,1
inme\var_kanama_clean\10078.png,1
inme\var_iskemi_clean\15202.png,1
inme\yok_clean\12869.png,0
inme\yok_clean\15060.png,0
inme\yok_clean\12117.png,0
inme\var_kanama_clean\12976.png,1
inme\yok_clean\15881.png,0
inme\yok_clean\15225.png,0
inme\yok_clean\12445.png,0
inme\yok_clean\15258.png,0
inme\yok_clean\16245.png,0
inme\yok_clean\15176.png,0
inme\var_iskemi_clean\13174.png,1
inme\yok_clean\14337.png,0
inme\yok_clean\13931.png,0
inme\var_kanama_clean\13099.png,1
inme\yok_clean\12749.png,0
inme\yok_clean\13020.png,0
inme\yok_clean\14190.png,0
inme\yok_clean\11369.png,0
inme\var_iskemi_clean\10438.png,1
inme\var_kanama_clean\14016.png,1
inme\yok_clean\11203.png,0
inme\var_kanama_clean\10866.png,1
inme\yok_clean\16826.png,0
inme\yok_clean\15687.png,0
inme\yok_clean\16694.png,0
inme\yok_clean\16120.png,0
inme\yok_clean\12144.png,0
inme\yok_clean\16024.png,0
inme\yok_clean\14879.png,0
inme\var_iskemi_clean\14204.png,1
inme\yok_clean\11452.png,0
inme\var_kanama_clean\16059.png,1
inme\yok_clean\13696.png,0
inme\yok_clean\16320.png,0
inme\yok_clean\13205.png,0
inme\var_iskemi_clean\14173.png,1
inme\var_iskemi_clean\16820.png,1
inme\yok_clean\14115.png,0
inme\yok_clean\14120.png,0
inme\yok_clean\11700.png,0
inme\var_iskemi_clean\15835.png,1
inme\var_kanama_clean\14963.png,1
inme\var_iskemi_clean\10448.png,1
inme\yok_clean\10385.png,0
inme\var_iskemi_clean\11282.png,1
inme\yok_clean\12913.png,0
inme\var_kanama_clean\15704.png,1
inme\yok_clean\14059.png,0
inme\yok_clean\13533.png,0
inme\var_kanama_clean\15006.png,1
inme\yok_clean\11131.png,0
inme\var_iskemi_clean\15299.png,1
inme\var_kanama_clean\15769.png,1
inme\yok_clean\10316.png,0
inme\yok_clean\16967.png,0
inme\var_iskemi_clean\13377.png,1
inme\yok_clean\12313.png,0
inme\yok_clean\10932.png,0
inme\yok_clean\12910.png,0
inme\var_kanama_clean\13821.png,1
inme\yok_clean\12449.png,0
inme\var_iskemi_clean\12829.png,1
inme\var_iskemi_clean\10726.png,1
inme\var_iskemi_clean\15439.png,1
inme\yok_clean\13685.png,0
inme\var_kanama_clean\10814.png,1
inme\yok_clean\15612.png,0
inme\var_kanama_clean\14005.png,1
inme\var_iskemi_clean\16280.png,1
inme\var_iskemi_clean\14787.png,1
inme\yok_clean\16609.png,0
inme\yok_clean\15179.png,0
inme\yok_clean\14007.png,0
inme\var_iskemi_clean\10273.png,1
inme\var_kanama_clean\14422.png,1
inme\yok_clean\12623.png,0
inme\var_iskemi_clean\10209.png,1
inme\var_iskemi_clean\12919.png,1
inme\var_iskemi_clean\15306.png,1
inme\yok_clean\16983.png,0
inme\yok_clean\16863.png,0
inme\yok_clean\16977.png,0
inme\yok_clean\15818.png,0
inme\var_kanama_clean\15536.png,1
inme\yok_clean\12908.png,0
inme\yok_clean\16557.png,0
inme\yok_clean\14421.png,0
inme\yok_clean\12669.png,0
inme\var_iskemi_clean\16384.png,1
inme\yok_clean\17022.png,0
inme\yok_clean\10431.png,0
inme\yok_clean\10562.png,0
inme\yok_clean\16687.png,0
inme\yok_clean\15500.png,0
inme\var_iskemi_clean\11640.png,1
inme\yok_clean\12776.png,0
inme\yok_clean\12782.png,0
inme\yok_clean\13870.png,0
inme\yok_clean\16875.png,0
inme\yok_clean\13476.png,0
inme\yok_clean\10055.png,0
inme\var_kanama_clean\11535.png,1
inme\var_iskemi_clean\16240.png,1
inme\yok_clean\10666.png,0
inme\yok_clean\11486.png,0
inme\yok_clean\14721.png,0
inme\var_kanama_clean\11761.png,1
inme\var_kanama_clean\11930.png,1
inme\var_iskemi_clean\15756.png,1
inme\yok_clean\11661.png,0
inme\yok_clean\11158.png,0
inme\yok_clean\15636.png,0
inme\var_kanama_clean\10644.png,1
inme\var_kanama_clean\15043.png,1
inme\yok_clean\10574.png,0
inme\var_iskemi_clean\15011.png,1
inme\var_kanama_clean\16886.png,1
inme\var_iskemi_clean\13894.png,1
inme\var_kanama_clean\12984.png,1
inme\yok_clean\13120.png,0
inme\var_iskemi_clean\15416.png,1
inme\yok_clean\11890.png,0
inme\yok_clean\11603.png,0
inme\yok_clean\10530.png,0
inme\yok_clean\13800.png,0
inme\yok_clean\14375.png,0
inme\yok_clean\12637.png,0
inme\yok_clean\14598.png,0
inme\var_iskemi_clean\15477.png,1
inme\var_iskemi_clean\13409.png,1
inme\var_iskemi_clean\17015.png,1
inme\yok_clean\12335.png,0
inme\yok_clean\15188.png,0
inme\var_iskemi_clean\13259.png,1
inme\yok_clean\12327.png,0
inme\yok_clean\11495.png,0
inme\var_iskemi_clean\10151.png,1
inme\yok_clean\10119.png,0
inme\yok_clean\14805.png,0
inme\yok_clean\14703.png,0
inme\var_iskemi_clean\10105.png,1
inme\yok_clean\11909.png,0
inme\yok_clean\10909.png,0
inme\yok_clean\11778.png,0
inme\var_kanama_clean\12281.png,1
inme\yok_clean\11261.png,0
inme\yok_clean\11025.png,0
inme\var_kanama_clean\16481.png,1
inme\yok_clean\12251.png,0
inme\yok_clean\11034.png,0
inme\var_iskemi_clean\12529.png,1
inme\yok_clean\13086.png,0
inme\yok_clean\13628.png,0
inme\var_kanama_clean\11227.png,1
inme\var_kanama_clean\10488.png,1
inme\yok_clean\12236.png,0
inme\yok_clean\13999.png,0
inme\var_kanama_clean\12046.png,1
inme\yok_clean\14361.png,0
inme\yok_clean\14102.png,0
inme\yok_clean\10006.png,0
inme\yok_clean\15979.png,0
inme\yok_clean\16498.png,0
inme\yok_clean\14441.png,0
inme\var_kanama_clean\14475.png,1
inme\var_kanama_clean\12287.png,1
inme\var_iskemi_clean\13848.png,1
inme\var_kanama_clean\11206.png,1
inme\yok_clean\13703.png,0
inme\yok_clean\10811.png,0
inme\var_iskemi_clean\11579.png,1
inme\var_iskemi_clean\14968.png,1
inme\yok_clean\14585.png,0
inme\yok_clean\10661.png,0
inme\yok_clean\15872.png,0
inme\yok_clean\14535.png,0
inme\var_iskemi_clean\14200.png,1
inme\yok_clean\10556.png,0
inme\yok_clean\13719.png,0
inme\yok_clean\11577.png,0
inme\yok_clean\10344.png,0
inme\var_kanama_clean\15448.png,1
inme\yok_clean\12129.png,0
inme\yok_clean\13263.png,0
inme\var_kanama_clean\16780.png,1
inme\yok_clean\15385.png,0
inme\yok_clean\10753.png,0
inme\yok_clean\16336.png,0
inme\yok_clean\14455.png,0
inme\var_kanama_clean\12651.png,1
inme\var_iskemi_clean\16652.png,1
inme\yok_clean\11904.png,0
inme\yok_clean\10839.png,0
inme\yok_clean\12806.png,0
inme\var_iskemi_clean\15771.png,1
inme\yok_clean\14476.png,0
inme\yok_clean\12402.png,0
inme\var_iskemi_clean\11091.png,1
inme\yok_clean\14094.png,0
inme\yok_clean\11198.png,0
inme\yok_clean\10976.png,0
inme\yok_clean\12484.png,0
inme\var_iskemi_clean\12499.png,1
inme\yok_clean\10281.png,0
inme\yok_clean\15262.png,0
inme\yok_clean\13637.png,0
inme\var_iskemi_clean\13581.png,1
inme\yok_clean\16908.png,0
inme\yok_clean\12520.png,0
inme\yok_clean\13684.png,0
inme\var_iskemi_clean\12884.png,1
inme\yok_clean\14911.png,0
inme\var_kanama_clean\16433.png,1
inme\var_iskemi_clean\10954.png,1
inme\yok_clean\10508.png,0
inme\var_kanama_clean\12025.png,1
inme\yok_clean\16930.png,0
inme\var_kanama_clean\13716.png,1
inme\yok_clean\15802.png,0
inme\yok_clean\16013.png,0
inme\var_kanama_clean\11803.png,1
inme\yok_clean\10614.png,0
inme\var_kanama_clean\16324.png,1
inme\yok_clean\13557.png,0
inme\yok_clean\10848.png,0
inme\yok_clean\13455.png,0
inme\yok_clean\10128.png,0
inme\yok_clean\12163.png,0
inme\var_kanama_clean\11622.png,1
inme\yok_clean\11172.png,0
inme\var_iskemi_clean\14505.png,1
inme\yok_clean\10426.png,0
inme\yok_clean\10792.png,0
inme\var_iskemi_clean\16645.png,1
inme\yok_clean\11147.png,0
inme\yok_clean\10474.png,0
inme\yok_clean\11877.png,0
inme\yok_clean\15443.png,0
inme\yok_clean\15147.png,0
inme\yok_clean\16960.png,0
inme\var_kanama_clean\13032.png,1
inme\yok_clean\15647.png,0
inme\yok_clean\14299.png,0
inme\var_iskemi_clean\10594.png,1
inme\yok_clean\10293.png,0
inme\yok_clean\15705.png,0
inme\yok_clean\14572.png,0
inme\var_iskemi_clean\16797.png,1
inme\var_iskemi_clean\12647.png,1
inme\var_kanama_clean\16540.png,1
inme\yok_clean\12762.png,0
inme\yok_clean\11654.png,0
inme\yok_clean\13589.png,0
inme\yok_clean\11440.png,0
inme\yok_clean\13236.png,0
inme\var_iskemi_clean\10682.png,1
inme\yok_clean\14216.png,0
inme\var_kanama_clean\16629.png,1
inme\yok_clean\15662.png,0
inme\var_kanama_clean\16973.png,1
inme\yok_clean\15377.png,0
inme\var_kanama_clean\13869.png,1
inme\yok_clean\16410.png,0
inme\yok_clean\16485.png,0
inme\yok_clean\11991.png,0
inme\yok_clean\10083.png,0
inme\yok_clean\13503.png,0
inme\yok_clean\15421.png,0
inme\var_kanama_clean\13106.png,1
inme\yok_clean\14753.png,0
inme\yok_clean\15273.png,0
inme\yok_clean\11616.png,0
inme\var_kanama_clean\16595.png,1
inme\var_kanama_clean\10327.png,1
inme\yok_clean\15831.png,0
inme\yok_clean\14762.png,0
inme\var_iskemi_clean\14248.png,1
inme\yok_clean\14832.png,0
inme\var_kanama_clean\12324.png,1
inme\var_iskemi_clean\10920.png,1
inme\var_kanama_clean\13823.png,1
inme\var_kanama_clean\13135.png,1
inme\yok_clean\10090.png,0
inme\yok_clean\12977.png,0
inme\var_iskemi_clean\12791.png,1
inme\yok_clean\10483.png,0
inme\var_kanama_clean\14458.png,1
inme\var_kanama_clean\13751.png,1
inme\yok_clean\14781.png,0
inme\yok_clean\15149.png,0
inme\yok_clean\12464.png,0
inme\var_iskemi_clean\14328.png,1
inme\yok_clean\11404.png,0
inme\yok_clean\13970.png,0
inme\var_iskemi_clean\14042.png,1
inme\yok_clean\11310.png,0
inme\yok_clean\14313.png,0
inme\yok_clean\14341.png,0
inme\var_kanama_clean\10033.png,1
inme\yok_clean\10593.png,0
inme\yok_clean\14748.png,0
inme\yok_clean\16905.png,0
inme\var_kanama_clean\10063.png,1
inme\yok_clean\12598.png,0
inme\yok_clean\14724.png,0
inme\yok_clean\16281.png,0
inme\yok_clean\16127.png,0
inme\yok_clean\10260.png,0
inme\yok_clean\10311.png,0
inme\var_kanama_clean\10563.png,1
inme\yok_clean\15378.png,0
inme\var_kanama_clean\11615.png,1
inme\yok_clean\14439.png,0
inme\yok_clean\16575.png,0
inme\var_kanama_clean\11735.png,1
inme\yok_clean\12052.png,0
inme\var_iskemi_clean\10017.png,1
inme\var_kanama_clean\12351.png,1
inme\yok_clean\11358.png,0
inme\yok_clean\13357.png,0
inme\var_kanama_clean\15203.png,1
inme\yok_clean\10517.png,0
inme\yok_clean\14244.png,0
inme\var_kanama_clean\16305.png,1
inme\yok_clean\13771.png,0
inme\var_iskemi_clean\15795.png,1
inme\yok_clean\11970.png,0
inme\yok_clean\11849.png,0
inme\var_kanama_clean\10579.png,1
inme\yok_clean\14448.png,0
inme\yok_clean\12400.png,0
inme\yok_clean\12612.png,0
inme\yok_clean\11031.png,0
inme\yok_clean\11611.png,0
inme\yok_clean\15930.png,0
inme\var_kanama_clean\10921.png,1
inme\yok_clean\11063.png,0
inme\var_kanama_clean\14300.png,1
inme\yok_clean\10554.png,0
inme\yok_clean\12057.png,0
inme\yok_clean\10540.png,0
inme\yok_clean\14261.png,0
inme\yok_clean\15747.png,0
inme\yok_clean\14823.png,0
inme\yok_clean\16835.png,0
inme\yok_clean\15271.png,0
inme\yok_clean\11075.png,0
inme\yok_clean\16404.png,0
inme\yok_clean\10414.png,0
inme\var_kanama_clean\13606.png,1
inme\yok_clean\11826.png,0
inme\yok_clean\14875.png,0
inme\yok_clean\12316.png,0
inme\yok_clean\16704.png,0
inme\var_iskemi_clean\12380.png,1
inme\yok_clean\11188.png,0
inme\yok_clean\12441.png,0
inme\yok_clean\14279.png,0
inme\yok_clean\13243.png,0
inme\var_iskemi_clean\16653.png,1
inme\yok_clean\14944.png,0
inme\yok_clean\13987.png,0
inme\yok_clean\11967.png,0
inme\var_iskemi_clean\10956.png,1
inme\yok_clean\16155.png,0
inme\yok_clean\15745.png,0
inme\var_iskemi_clean\14620.png,1
inme\yok_clean\16483.png,0
inme\yok_clean\12028.png,0
inme\var_kanama_clean\15880.png,1
inme\var_kanama_clean\14426.png,1
inme\var_iskemi_clean\13253.png,1
inme\yok_clean\11422.png,0
inme\yok_clean\16220.png,0
inme\var_kanama_clean\15475.png,1
inme\yok_clean\10130.png,0
inme\yok_clean\11985.png,0
inme\var_kanama_clean\10475.png,1
inme\var_iskemi_clean\12386.png,1
inme\yok_clean\11062.png,0
inme\var_iskemi_clean\11335.png,1
inme\yok_clean\10652.png,0
inme\var_iskemi_clean\14820.png,1
inme\yok_clean\10746.png,0
inme\yok_clean\12973.png,0
inme\var_iskemi_clean\14741.png,1
inme\var_kanama_clean\16769.png,1
inme\yok_clean\16081.png,0
inme\yok_clean\16785.png,0
inme\yok_clean\12635.png,0
inme\yok_clean\10165.png,0
inme\yok_clean\16439.png,0
inme\yok_clean\12145.png,0
inme\yok_clean\14593.png,0
inme\yok_clean\16779.png,0
inme\yok_clean\14568.png,0
inme\yok_clean\10780.png,0
inme\var_kanama_clean\13384.png,1
inme\yok_clean\10343.png,0
inme\yok_clean\17031.png,0
inme\yok_clean\11760.png,0
inme\var_iskemi_clean\13754.png,1
inme\var_iskemi_clean\14504.png,1
inme\yok_clean\14942.png,0
inme\yok_clean\13636.png,0
inme\var_iskemi_clean\11375.png,1
inme\yok_clean\13225.png,0
inme\yok_clean\15926.png,0
inme\yok_clean\16647.png,0
inme\var_kanama_clean\13424.png,1
inme\yok_clean\12194.png,0
inme\yok_clean\12978.png,0
inme\yok_clean\13401.png,0
inme\yok_clean\14885.png,0
inme\yok_clean\16802.png,0
inme\yok_clean\16810.png,0
inme\yok_clean\15768.png,0
inme\yok_clean\11155.png,0
inme\yok_clean\11604.png,0
inme\yok_clean\13653.png,0
inme\var_iskemi_clean\13776.png,1
inme\yok_clean\14063.png,0
inme\yok_clean\13768.png,0
inme\yok_clean\16914.png,0
inme\yok_clean\13804.png,0
inme\yok_clean\14399.png,0
inme\yok_clean\10945.png,0
inme\yok_clean\14989.png,0
inme\yok_clean\10252.png,0
inme\yok_clean\14381.png,0
inme\yok_clean\15082.png,0
inme\yok_clean\10274.png,0
inme\yok_clean\16415.png,0
inme\var_kanama_clean\13875.png,1
inme\yok_clean\11057.png,0
inme\yok_clean\16531.png,0
inme\yok_clean\15432.png,0
inme\yok_clean\16073.png,0
inme\yok_clean\11253.png,0
inme\yok_clean\12183.png,0
inme\yok_clean\16707.png,0
inme\yok_clean\14713.png,0
inme\yok_clean\12082.png,0
inme\yok_clean\16071.png,0
inme\var_iskemi_clean\14584.png,1
inme\yok_clean\13661.png,0
inme\var_kanama_clean\13160.png,1
inme\var_iskemi_clean\16193.png,1
inme\yok_clean\16079.png,0
inme\yok_clean\16664.png,0
inme\yok_clean\10357.png,0
inme\yok_clean\11719.png,0
inme\yok_clean\11177.png,0
inme\var_iskemi_clean\11680.png,1
inme\yok_clean\15652.png,0
inme\yok_clean\14825.png,0
inme\yok_clean\13552.png,0
inme\yok_clean\14918.png,0
inme\yok_clean\10514.png,0
inme\var_iskemi_clean\11260.png,1
inme\yok_clean\16755.png,0
inme\var_iskemi_clean\11323.png,1
inme\var_kanama_clean\11137.png,1
inme\var_iskemi_clean\16951.png,1
inme\var_iskemi_clean\16408.png,1
inme\yok_clean\14651.png,0
inme\yok_clean\16244.png,0
inme\yok_clean\15593.png,0
inme\yok_clean\12867.png,0
inme\var_iskemi_clean\10072.png,1
inme\yok_clean\14955.png,0
inme\var_kanama_clean\16105.png,1
inme\yok_clean\14404.png,0
inme\var_iskemi_clean\12714.png,1
inme\yok_clean\16533.png,0
inme\yok_clean\12731.png,0
inme\yok_clean\12053.png,0
inme\yok_clean\12756.png,0
inme\yok_clean\13242.png,0
inme\yok_clean\16591.png,0
inme\yok_clean\10061.png,0
inme\var_iskemi_clean\10737.png,1
inme\var_kanama_clean\15353.png,1
inme\yok_clean\13910.png,0
inme\yok_clean\14092.png,0
inme\yok_clean\15709.png,0
inme\var_iskemi_clean\13650.png,1
inme\var_iskemi_clean\12240.png,1
inme\var_iskemi_clean\15560.png,1
inme\var_iskemi_clean\10188.png,1
inme\var_kanama_clean\16684.png,1
inme\var_iskemi_clean\10845.png,1
inme\var_iskemi_clean\10363.png,1
inme\yok_clean\14555.png,0
inme\yok_clean\15748.png,0
inme\yok_clean\15163.png,0
inme\yok_clean\11630.png,0
inme\yok_clean\12022.png,0
inme\yok_clean\12121.png,0
inme\yok_clean\14859.png,0
inme\yok_clean\10940.png,0
