filepath,label
inme\var_kanama/PNG\15632.png,1
inme\yok\13846.png,0
inme\yok\16794.png,0
inme\var_kanama/PNG\14629.png,1
inme\yok\10040.png,0
inme\var_kanama/PNG\12459.png,1
inme\var_kanama/PNG\13290.png,1
inme\yok\12096.png,0
inme\var_kanama/PNG\16564.png,1
inme\yok\10727.png,0
inme\var_iskemi/PNG\14224.png,1
inme\yok\14895.png,0
inme\var_iskemi/PNG\14697.png,1
inme\yok\15167.png,0
inme\yok\11577.png,0
inme\yok\12176.png,0
inme\var_kanama/PNG\15870.png,1
inme\yok\12944.png,0
inme\var_kanama/PNG\11598.png,1
inme\yok\13378.png,0
inme\var_kanama/PNG\16164.png,1
inme\yok\16007.png,0
inme\yok\15805.png,0
inme\var_kanama/PNG\10394.png,1
inme\var_iskemi/PNG\12333.png,1
inme\yok\14888.png,0
inme\yok\10274.png,0
inme\var_iskemi/PNG\10618.png,1
inme\var_iskemi/PNG\16878.png,1
inme\var_iskemi/PNG\12831.png,1
inme\yok\15699.png,0
inme\yok\15200.png,0
inme\yok\11280.png,0
inme\yok\12596.png,0
inme\yok\14800.png,0
inme\yok\16464.png,0
inme\yok\12926.png,0
inme\var_iskemi/PNG\12149.png,1
inme\var_iskemi/PNG\14685.png,1
inme\yok\15647.png,0
inme\yok\17001.png,0
inme\yok\14965.png,0
inme\var_iskemi/PNG\10858.png,1
inme\var_kanama/PNG\11805.png,1
inme\var_iskemi/PNG\17032.png,1
inme\yok\11599.png,0
inme\yok\12932.png,0
inme\yok\16624.png,0
inme\var_kanama/PNG\15526.png,1
inme\var_kanama/PNG\11794.png,1
inme\var_kanama/PNG\11810.png,1
inme\var_kanama/PNG\14077.png,1
inme\yok\14216.png,0
inme\var_kanama/PNG\11518.png,1
inme\yok\16788.png,0
inme\yok\16696.png,0
inme\yok\15432.png,0
inme\yok\13950.png,0
inme\yok\11360.png,0
inme\var_iskemi/PNG\10236.png,1
inme\var_iskemi/PNG\10682.png,1
inme\var_iskemi/PNG\15726.png,1
inme\var_kanama/PNG\13840.png,1
inme\var_iskemi/PNG\15331.png,1
inme\var_iskemi/PNG\16304.png,1
inme\var_iskemi/PNG\15347.png,1
inme\yok\13242.png,0
inme\yok\12061.png,0
inme\yok\15270.png,0
inme\yok\17010.png,0
inme\var_iskemi/PNG\12728.png,1
inme\yok\12520.png,0
inme\yok\10225.png,0
inme\var_iskemi/PNG\14513.png,1
inme\yok\16725.png,0
inme\yok\12142.png,0
inme\yok\14120.png,0
inme\var_iskemi/PNG\14248.png,1
inme\yok\12178.png,0
inme\var_kanama/PNG\16360.png,1
inme\yok\11972.png,0
inme\yok\14210.png,0
inme\yok\14105.png,0
inme\var_iskemi/PNG\15633.png,1
inme\yok\13417.png,0
inme\yok\15096.png,0
inme\yok\10855.png,0
inme\yok\11700.png,0
inme\yok\16984.png,0
inme\var_iskemi/PNG\15433.png,1
inme\yok\13718.png,0
inme\yok\13544.png,0
inme\var_iskemi/PNG\10123.png,1
inme\yok\16075.png,0
inme\var_kanama/PNG\15852.png,1
inme\yok\12317.png,0
inme\var_kanama/PNG\10987.png,1
inme\var_iskemi/PNG\14489.png,1
inme\yok\14652.png,0
inme\yok\15594.png,0
inme\yok\12452.png,0
inme\yok\15715.png,0
inme\var_iskemi/PNG\10273.png,1
inme\yok\11122.png,0
inme\yok\14934.png,0
inme\var_iskemi/PNG\10059.png,1
inme\yok\12345.png,0
inme\var_iskemi/PNG\15640.png,1
inme\yok\11943.png,0
inme\var_kanama/PNG\13566.png,1
inme\var_iskemi/PNG\16295.png,1
inme\yok\13947.png,0
inme\yok\14246.png,0
inme\yok\11883.png,0
inme\yok\11755.png,0
inme\yok\16616.png,0
inme\yok\14276.png,0
inme\yok\13376.png,0
inme\var_iskemi/PNG\16931.png,1
inme\var_kanama/PNG\10985.png,1
inme\var_kanama/PNG\11179.png,1
inme\yok\14461.png,0
inme\var_kanama/PNG\10033.png,1
inme\var_kanama/PNG\13385.png,1
inme\yok\15053.png,0
inme\yok\11428.png,0
inme\yok\16665.png,0
inme\yok\13116.png,0
inme\yok\11259.png,0
inme\yok\16120.png,0
inme\yok\11068.png,0
inme\yok\15099.png,0
inme\yok\11082.png,0
inme\yok\15634.png,0
inme\var_kanama/PNG\16058.png,1
inme\var_kanama/PNG\15963.png,1
inme\yok\11431.png,0
inme\yok\10141.png,0
inme\var_kanama/PNG\15023.png,1
inme\yok\11453.png,0
inme\yok\12705.png,0
inme\var_iskemi/PNG\15195.png,1
inme\var_kanama/PNG\10866.png,1
inme\var_iskemi/PNG\13766.png,1
inme\yok\13721.png,0
inme\yok\13403.png,0
inme\yok\11344.png,0
inme\var_kanama/PNG\13413.png,1
inme\yok\13479.png,0
inme\yok\10212.png,0
inme\yok\13236.png,0
inme\yok\12730.png,0
inme\yok\15395.png,0
inme\yok\13475.png,0
inme\var_kanama/PNG\15332.png,1
inme\yok\14154.png,0
inme\yok\15317.png,0
inme\var_iskemi/PNG\10153.png,1
inme\yok\15103.png,0
inme\yok\12911.png,0
inme\yok\12815.png,0
inme\yok\10639.png,0
inme\var_kanama/PNG\14062.png,1
inme\var_kanama/PNG\10068.png,1
inme\yok\16294.png,0
inme\var_kanama/PNG\11522.png,1
inme\yok\11339.png,0
inme\yok\13700.png,0
inme\yok\13141.png,0
inme\yok\12752.png,0
inme\yok\10259.png,0
inme\yok\13205.png,0
inme\yok\12007.png,0
inme\var_iskemi/PNG\14659.png,1
inme\yok\15365.png,0
inme\var_iskemi/PNG\15698.png,1
inme\yok\12020.png,0
inme\yok\10897.png,0
inme\yok\11999.png,0
inme\var_kanama/PNG\10677.png,1
inme\var_iskemi/PNG\11335.png,1
inme\yok\13110.png,0
inme\yok\13307.png,0
inme\yok\14542.png,0
inme\var_iskemi/PNG\15412.png,1
inme\var_kanama/PNG\15302.png,1
inme\var_kanama/PNG\12062.png,1
inme\yok\14140.png,0
inme\var_kanama/PNG\15812.png,1
inme\yok\11030.png,0
inme\var_iskemi/PNG\15824.png,1
inme\yok\14930.png,0
inme\yok\15896.png,0
inme\var_iskemi/PNG\16445.png,1
inme\yok\10294.png,0
inme\var_kanama/PNG\11535.png,1
inme\var_iskemi/PNG\16635.png,1
inme\yok\11278.png,0
inme\yok\10517.png,0
inme\var_kanama/PNG\13220.png,1
inme\yok\15220.png,0
inme\yok\12051.png,0
inme\yok\10775.png,0
inme\var_kanama/PNG\13084.png,1
inme\yok\16517.png,0
inme\var_kanama/PNG\12712.png,1
inme\var_iskemi/PNG\13727.png,1
inme\var_iskemi/PNG\12519.png,1
inme\yok\13761.png,0
inme\var_kanama/PNG\12388.png,1
inme\yok\13356.png,0
inme\var_iskemi/PNG\15011.png,1
inme\var_kanama/PNG\14041.png,1
inme\var_iskemi/PNG\11781.png,1
inme\yok\14613.png,0
inme\yok\11843.png,0
inme\yok\13430.png,0
inme\var_kanama/PNG\14300.png,1
inme\var_iskemi/PNG\11036.png,1
inme\yok\16221.png,0
inme\var_kanama/PNG\15351.png,1
inme\var_kanama/PNG\13504.png,1
inme\var_kanama/PNG\12698.png,1
inme\yok\12842.png,0
inme\yok\11986.png,0
inme\yok\16654.png,0
inme\yok\11865.png,0
inme\var_iskemi/PNG\10399.png,1
inme\yok\11903.png,0
inme\yok\13962.png,0
inme\yok\16472.png,0
inme\yok\13056.png,0
inme\var_kanama/PNG\15880.png,1
inme\yok\12391.png,0
inme\yok\15900.png,0
inme\yok\15947.png,0
inme\yok\13138.png,0
inme\yok\15109.png,0
inme\var_iskemi/PNG\15184.png,1
inme\yok\14813.png,0
inme\yok\11334.png,0
inme\yok\12376.png,0
inme\yok\13492.png,0
inme\yok\10421.png,0
inme\yok\14935.png,0
inme\var_iskemi/PNG\14912.png,1
inme\var_iskemi/PNG\11860.png,1
inme\yok\11763.png,0
inme\yok\13374.png,0
inme\yok\11983.png,0
inme\var_iskemi/PNG\15416.png,1
inme\var_kanama/PNG\14587.png,1
inme\var_kanama/PNG\16059.png,1
inme\yok\12536.png,0
inme\yok\15971.png,0
inme\yok\13441.png,0
inme\var_kanama/PNG\13592.png,1
inme\var_iskemi/PNG\14525.png,1
inme\yok\11634.png,0
inme\var_iskemi/PNG\14731.png,1
inme\var_kanama/PNG\13229.png,1
inme\var_iskemi/PNG\12240.png,1
inme\var_kanama/PNG\12905.png,1
inme\yok\14464.png,0
inme\var_iskemi/PNG\14905.png,1
inme\yok\12180.png,0
inme\yok\16596.png,0
inme\yok\14079.png,0
inme\yok\13157.png,0
inme\yok\15978.png,0
inme\yok\13719.png,0
inme\yok\11098.png,0
inme\var_kanama/PNG\15558.png,1
inme\var_kanama/PNG\16150.png,1
inme\var_iskemi/PNG\16000.png,1
inme\yok\15235.png,0
inme\yok\12799.png,0
inme\var_kanama/PNG\16681.png,1
inme\yok\11859.png,0
inme\yok\14603.png,0
inme\var_kanama/PNG\12845.png,1
inme\yok\16118.png,0
inme\yok\14024.png,0
inme\yok\13373.png,0
inme\var_kanama/PNG\13400.png,1
inme\yok\13812.png,0
inme\yok\10235.png,0
inme\yok\10751.png,0
inme\var_kanama/PNG\11425.png,1
inme\yok\15701.png,0
inme\yok\15415.png,0
inme\var_iskemi/PNG\13456.png,1
inme\yok\12890.png,0
inme\yok\13016.png,0
inme\var_iskemi/PNG\10920.png,1
inme\yok\15587.png,0
inme\yok\10107.png,0
inme\var_kanama/PNG\11510.png,1
inme\var_kanama/PNG\12046.png,1
inme\yok\12733.png,0
inme\yok\11013.png,0
inme\var_kanama/PNG\15997.png,1
inme\yok\14984.png,0
inme\yok\14625.png,0
inme\yok\14743.png,0
inme\yok\13745.png,0
inme\yok\15311.png,0
inme\yok\12664.png,0
inme\var_iskemi/PNG\14792.png,1
inme\var_kanama/PNG\11662.png,1
inme\var_kanama/PNG\15668.png,1
inme\var_iskemi/PNG\13125.png,1
inme\yok\12558.png,0
inme\yok\10526.png,0
inme\var_kanama/PNG\15536.png,1
inme\var_kanama/PNG\16629.png,1
inme\yok\11085.png,0
inme\yok\13690.png,0
inme\yok\11088.png,0
inme\yok\13970.png,0
inme\var_kanama/PNG\13695.png,1
inme\yok\11609.png,0
inme\yok\13182.png,0
inme\yok\15146.png,0
inme\yok\10243.png,0
inme\var_kanama/PNG\14577.png,1
inme\yok\16766.png,0
inme\yok\12495.png,0
inme\var_iskemi/PNG\15119.png,1
inme\yok\13265.png,0
inme\yok\16989.png,0
inme\yok\13569.png,0
inme\yok\11469.png,0
inme\var_kanama/PNG\13197.png,1
inme\var_iskemi/PNG\12470.png,1
inme\yok\16079.png,0
inme\yok\11778.png,0
inme\yok\12244.png,0
inme\var_kanama/PNG\13955.png,1
inme\yok\12750.png,0
inme\yok\12279.png,0
inme\var_iskemi/PNG\12934.png,1
inme\yok\14171.png,0
inme\yok\15228.png,0
inme\yok\10428.png,0
inme\yok\15648.png,0
inme\var_iskemi/PNG\16143.png,1
inme\yok\15739.png,0
inme\yok\13070.png,0
inme\yok\12545.png,0
inme\var_iskemi/PNG\11432.png,1
inme\yok\12124.png,0
inme\yok\11221.png,0
inme\yok\10807.png,0
inme\var_iskemi/PNG\14457.png,1
inme\yok\15252.png,0
inme\var_iskemi/PNG\11019.png,1
inme\var_iskemi/PNG\14881.png,1
inme\yok\15882.png,0
inme\var_kanama/PNG\15546.png,1
inme\yok\13489.png,0
inme\var_iskemi/PNG\14377.png,1
inme\yok\14744.png,0
inme\yok\10379.png,0
inme\var_iskemi/PNG\11551.png,1
inme\yok\11397.png,0
inme\var_kanama/PNG\12526.png,1
inme\yok\11464.png,0
inme\yok\13449.png,0
inme\yok\11026.png,0
inme\yok\14083.png,0
inme\yok\16552.png,0
inme\var_iskemi/PNG\15603.png,1
inme\yok\11476.png,0
inme\var_iskemi/PNG\11323.png,1
inme\yok\13029.png,0
inme\yok\13758.png,0
inme\var_kanama/PNG\10871.png,1
inme\yok\16357.png,0
inme\yok\10089.png,0
inme\yok\10129.png,0
inme\yok\15790.png,0
inme\yok\13635.png,0
inme\yok\13742.png,0
inme\var_kanama/PNG\12266.png,1
inme\yok\11758.png,0
inme\yok\10117.png,0
inme\var_iskemi/PNG\16829.png,1
inme\yok\12494.png,0
inme\yok\10608.png,0
inme\yok\16037.png,0
inme\var_kanama/PNG\11780.png,1
inme\var_iskemi/PNG\10446.png,1
inme\var_kanama/PNG\11170.png,1
inme\yok\13803.png,0
inme\yok\15580.png,0
inme\yok\12877.png,0
inme\yok\12402.png,0
inme\yok\13775.png,0
inme\var_iskemi/PNG\15765.png,1
inme\yok\16721.png,0
inme\var_kanama/PNG\12229.png,1
inme\yok\16268.png,0
inme\var_kanama/PNG\10788.png,1
inme\yok\10080.png,0
inme\var_kanama/PNG\14999.png,1
inme\yok\16201.png,0
inme\yok\13008.png,0
inme\yok\14401.png,0
inme\yok\13978.png,0
inme\yok\10710.png,0
inme\yok\11244.png,0
inme\var_iskemi/PNG\15120.png,1
inme\yok\16796.png,0
inme\yok\12856.png,0
inme\yok\13518.png,0
inme\var_kanama/PNG\12453.png,1
inme\var_iskemi/PNG\16674.png,1
inme\yok\12357.png,0
inme\yok\16440.png,0
inme\var_iskemi/PNG\15361.png,1
inme\yok\14927.png,0
inme\var_iskemi/PNG\15498.png,1
inme\var_iskemi/PNG\16215.png,1
inme\var_kanama/PNG\16446.png,1
inme\var_kanama/PNG\14831.png,1
inme\yok\12330.png,0
inme\yok\11218.png,0
inme\var_iskemi/PNG\15183.png,1
inme\yok\14599.png,0
inme\var_iskemi/PNG\11478.png,1
inme\var_kanama/PNG\16538.png,1
inme\yok\10069.png,0
inme\yok\10138.png,0
inme\yok\13224.png,0
inme\var_iskemi/PNG\15650.png,1
inme\yok\15083.png,0
inme\yok\15716.png,0
inme\var_iskemi/PNG\14191.png,1
inme\yok\10823.png,0
inme\yok\10717.png,0
inme\yok\13395.png,0
inme\var_iskemi/PNG\11936.png,1
inme\yok\12408.png,0
inme\yok\12818.png,0
inme\yok\10384.png,0
inme\var_iskemi/PNG\16872.png,1
inme\yok\10025.png,0
inme\yok\14869.png,0
inme\yok\12823.png,0
inme\yok\16813.png,0
inme\yok\16719.png,0
inme\yok\11126.png,0
inme\var_kanama/PNG\10687.png,1
inme\yok\12745.png,0
inme\var_kanama/PNG\14202.png,1
inme\yok\14762.png,0
inme\yok\10286.png,0
inme\var_iskemi/PNG\15265.png,1
inme\yok\15556.png,0
inme\var_iskemi/PNG\15348.png,1
inme\var_kanama/PNG\13383.png,1
inme\yok\13633.png,0
inme\yok\14229.png,0
inme\var_kanama/PNG\13879.png,1
inme\yok\16656.png,0
inme\yok\10885.png,0
inme\var_iskemi/PNG\10867.png,1
inme\yok\11838.png,0
inme\var_kanama/PNG\13780.png,1
inme\yok\10946.png,0
inme\yok\14076.png,0
inme\var_iskemi/PNG\14931.png,1
inme\yok\16015.png,0
inme\yok\13425.png,0
inme\yok\15497.png,0
inme\yok\15193.png,0
inme\yok\12513.png,0
inme\yok\13634.png,0
inme\var_kanama/PNG\12474.png,1
inme\yok\12514.png,0
inme\var_kanama/PNG\12796.png,1
inme\yok\13920.png,0
inme\yok\11064.png,0
inme\yok\16444.png,0
inme\yok\15490.png,0
inme\yok\14007.png,0
inme\yok\16270.png,0
inme\yok\13684.png,0
inme\yok\10681.png,0
inme\yok\13891.png,0
inme\yok\16535.png,0
inme\yok\11995.png,0
inme\var_kanama/PNG\16364.png,1
inme\yok\15247.png,0
inme\yok\15388.png,0
inme\yok\13213.png,0
inme\yok\13254.png,0
inme\var_kanama/PNG\15757.png,1
inme\yok\16197.png,0
inme\yok\10425.png,0
inme\yok\14726.png,0
inme\yok\15123.png,0
inme\var_kanama/PNG\13278.png,1
inme\yok\10382.png,0
inme\yok\15503.png,0
inme\yok\10565.png,0
inme\var_iskemi/PNG\16825.png,1
inme\yok\11895.png,0
inme\yok\11532.png,0
inme\var_iskemi/PNG\14669.png,1
inme\yok\10315.png,0
inme\yok\11474.png,0
inme\var_kanama/PNG\13868.png,1
inme\var_kanama/PNG\12572.png,1
inme\var_kanama/PNG\12083.png,1
inme\yok\15929.png,0
inme\yok\13299.png,0
inme\var_iskemi/PNG\10179.png,1
inme\yok\13686.png,0
inme\yok\10169.png,0
inme\var_kanama/PNG\13388.png,1
inme\var_kanama/PNG\10975.png,1
inme\yok\12407.png,0
inme\var_iskemi/PNG\15211.png,1
inme\yok\14294.png,0
inme\var_kanama/PNG\15515.png,1
inme\yok\12678.png,0
inme\yok\15322.png,0
inme\var_kanama/PNG\12303.png,1
inme\var_iskemi/PNG\13625.png,1
inme\yok\12155.png,0
inme\yok\16525.png,0
inme\yok\15293.png,0
inme\yok\17006.png,0
inme\yok\13663.png,0
inme\yok\16998.png,0
inme\yok\13396.png,0
inme\yok\10562.png,0
inme\yok\13608.png,0
inme\yok\15627.png,0
inme\var_kanama/PNG\10888.png,1
inme\yok\16350.png,0
inme\yok\14314.png,0
inme\yok\14394.png,0
inme\var_iskemi/PNG\16820.png,1
inme\var_iskemi/PNG\12527.png,1
inme\yok\12447.png,0
inme\yok\11835.png,0
inme\var_kanama/PNG\16677.png,1
inme\yok\10598.png,0
inme\yok\10756.png,0
inme\yok\11292.png,0
inme\var_kanama/PNG\14025.png,1
inme\yok\13538.png,0
inme\yok\15367.png,0
inme\yok\14637.png,0
inme\yok\14751.png,0
inme\yok\16266.png,0
inme\yok\16960.png,0
inme\yok\15570.png,0
inme\yok\13657.png,0
inme\yok\11305.png,0
inme\yok\11710.png,0
inme\var_kanama/PNG\10258.png,1
inme\yok\16786.png,0
inme\yok\12268.png,0
inme\yok\16531.png,0
inme\yok\16516.png,0
inme\yok\10086.png,0
inme\yok\11641.png,0
inme\yok\10587.png,0
inme\yok\15913.png,0
inme\yok\11824.png,0
inme\yok\14255.png,0
inme\yok\15354.png,0
inme\yok\14003.png,0
inme\var_kanama/PNG\16133.png,1
inme\yok\12511.png,0
inme\yok\12710.png,0
inme\yok\13252.png,0
inme\yok\14447.png,0
inme\yok\16842.png,0
inme\yok\10314.png,0
inme\yok\15831.png,0
inme\yok\15232.png,0
inme\yok\13827.png,0
inme\yok\14134.png,0
inme\var_iskemi/PNG\15423.png,1
inme\yok\14193.png,0
inme\var_kanama/PNG\16756.png,1
inme\var_kanama/PNG\16769.png,1
inme\yok\16404.png,0
inme\yok\10233.png,0
inme\yok\11343.png,0
inme\yok\10949.png,0
inme\yok\11980.png,0
inme\var_iskemi/PNG\15886.png,1
inme\yok\14693.png,0
inme\yok\11833.png,0
inme\yok\11828.png,0
inme\yok\16313.png,0
inme\yok\10458.png,0
inme\var_kanama/PNG\14712.png,1
inme\yok\12385.png,0
inme\var_kanama/PNG\10036.png,1
inme\var_iskemi/PNG\10356.png,1
inme\var_iskemi/PNG\15672.png,1
inme\var_kanama/PNG\12561.png,1
inme\yok\16963.png,0
inme\yok\14315.png,0
inme\yok\11931.png,0
inme\yok\11976.png,0
inme\var_kanama/PNG\12270.png,1
inme\yok\15977.png,0
inme\var_kanama/PNG\10865.png,1
inme\yok\15140.png,0
inme\var_kanama/PNG\16541.png,1
inme\yok\16912.png,0
inme\yok\16161.png,0
inme\yok\11753.png,0
inme\yok\15457.png,0
inme\yok\12319.png,0
inme\yok\16373.png,0
inme\yok\14541.png,0
inme\var_iskemi/PNG\11663.png,1
inme\var_iskemi/PNG\15144.png,1
inme\yok\13771.png,0
inme\yok\14102.png,0
inme\yok\13826.png,0
inme\var_kanama/PNG\12440.png,1
inme\var_kanama/PNG\13178.png,1
inme\var_iskemi/PNG\12694.png,1
inme\var_kanama/PNG\15717.png,1
inme\var_kanama/PNG\12683.png,1
inme\var_iskemi/PNG\11355.png,1
inme\var_iskemi/PNG\10028.png,1
inme\yok\15242.png,0
inme\yok\14148.png,0
inme\yok\15447.png,0
inme\yok\16904.png,0
inme\yok\13972.png,0
inme\yok\11001.png,0
inme\yok\14853.png,0
inme\yok\14331.png,0
inme\var_iskemi/PNG\12585.png,1
inme\yok\13586.png,0
inme\yok\13527.png,0
inme\var_kanama/PNG\12374.png,1
inme\yok\10019.png,0
inme\yok\16455.png,0
inme\var_iskemi/PNG\14038.png,1
inme\var_iskemi/PNG\14051.png,1
inme\yok\13326.png,0
inme\yok\16252.png,0
inme\yok\15535.png,0
inme\yok\10782.png,0
inme\yok\13122.png,0
inme\yok\11826.png,0
inme\yok\10948.png,0
inme\var_kanama/PNG\10714.png,1
inme\yok\16705.png,0
inme\yok\14138.png,0
inme\yok\11982.png,0
inme\yok\16198.png,0
inme\var_kanama/PNG\10120.png,1
inme\yok\11317.png,0
inme\yok\13315.png,0
inme\var_kanama/PNG\13279.png,1
inme\var_iskemi/PNG\16550.png,1
inme\var_iskemi/PNG\10003.png,1
inme\yok\16430.png,0
inme\var_kanama/PNG\11193.png,1
inme\yok\15545.png,0
inme\var_kanama/PNG\15100.png,1
inme\yok\16553.png,0
inme\yok\12328.png,0
inme\var_kanama/PNG\13903.png,1
inme\var_kanama/PNG\13561.png,1
inme\var_kanama/PNG\15134.png,1
inme\yok\16754.png,0
inme\yok\11514.png,0
inme\var_kanama/PNG\10736.png,1
inme\yok\13546.png,0
inme\yok\12128.png,0
inme\yok\14674.png,0
inme\yok\12418.png,0
inme\yok\12115.png,0
inme\yok\11827.png,0
inme\yok\12506.png,0
inme\yok\16383.png,0
inme\yok\12000.png,0
inme\var_iskemi/PNG\12617.png,1
inme\yok\10942.png,0
inme\var_kanama/PNG\12817.png,1
inme\var_kanama/PNG\14287.png,1
inme\yok\15770.png,0
inme\yok\15663.png,0
inme\yok\12764.png,0
inme\yok\12449.png,0
inme\var_iskemi/PNG\10145.png,1
inme\yok\14399.png,0
inme\yok\16685.png,0
inme\yok\13488.png,0
inme\var_kanama/PNG\13615.png,1
inme\yok\15256.png,0
inme\var_iskemi/PNG\13192.png,1
inme\var_kanama/PNG\16055.png,1
inme\var_kanama/PNG\10959.png,1
inme\yok\10840.png,0
inme\yok\10634.png,0
inme\yok\14479.png,0
inme\yok\10982.png,0
inme\yok\16076.png,0
inme\yok\16233.png,0
inme\yok\14165.png,0
inme\yok\11856.png,0
inme\yok\10548.png,0
inme\var_iskemi/PNG\16345.png,1
inme\var_kanama/PNG\13664.png,1
inme\yok\16077.png,0
inme\yok\16852.png,0
inme\var_kanama/PNG\12942.png,1
inme\var_kanama/PNG\11653.png,1
inme\var_iskemi/PNG\16362.png,1
inme\yok\11025.png,0
inme\yok\10495.png,0
inme\var_iskemi/PNG\12628.png,1
inme\yok\12550.png,0
inme\var_kanama/PNG\17027.png,1
inme\yok\10773.png,0
inme\yok\13748.png,0
inme\yok\12662.png,0
inme\var_kanama/PNG\12841.png,1
inme\yok\16204.png,0
inme\yok\10102.png,0
inme\yok\16947.png,0
inme\yok\11246.png,0
inme\yok\16381.png,0
inme\yok\16636.png,0
inme\yok\11089.png,0
inme\var_iskemi/PNG\12064.png,1
inme\yok\10932.png,0
inme\yok\11105.png,0
inme\yok\12334.png,0
inme\yok\15145.png,0
inme\var_kanama/PNG\15393.png,1
inme\var_kanama/PNG\13799.png,1
inme\yok\13308.png,0
inme\var_iskemi/PNG\10262.png,1
inme\var_kanama/PNG\15396.png,1
inme\yok\11402.png,0
inme\yok\10998.png,0
inme\yok\11423.png,0
inme\yok\13602.png,0
inme\yok\11042.png,0
inme\yok\15434.png,0
inme\var_kanama/PNG\15586.png,1
inme\yok\16073.png,0
inme\yok\13423.png,0
inme\var_kanama/PNG\16817.png,1
inme\yok\14383.png,0
inme\var_iskemi/PNG\15811.png,1
inme\var_iskemi/PNG\10650.png,1
inme\yok\15082.png,0
inme\yok\14280.png,0
inme\yok\12369.png,0
inme\yok\16965.png,0
inme\var_kanama/PNG\14058.png,1
inme\yok\14231.png,0
inme\var_kanama/PNG\14595.png,1
inme\var_kanama/PNG\15033.png,1
inme\yok\12042.png,0
inme\yok\13906.png,0
inme\yok\12355.png,0
inme\var_iskemi/PNG\16758.png,1
inme\yok\16071.png,0
inme\var_kanama/PNG\15360.png,1
inme\yok\15979.png,0
inme\yok\14145.png,0
inme\yok\11421.png,0
inme\yok\16579.png,0
inme\var_iskemi/PNG\10367.png,1
inme\yok\14293.png,0
inme\yok\14205.png,0
inme\yok\11368.png,0
inme\yok\13589.png,0
inme\yok\14586.png,0
inme\var_kanama/PNG\12084.png,1
inme\var_kanama/PNG\15353.png,1
inme\yok\16945.png,0
inme\yok\12481.png,0
inme\var_kanama/PNG\10522.png,1
inme\var_iskemi/PNG\10024.png,1
inme\var_iskemi/PNG\16630.png,1
inme\yok\16148.png,0
inme\yok\15914.png,0
inme\yok\12313.png,0
inme\yok\14721.png,0
inme\yok\12672.png,0
inme\var_iskemi/PNG\12161.png,1
inme\yok\11062.png,0
inme\yok\14214.png,0
inme\yok\12215.png,0
inme\yok\11310.png,0
inme\var_iskemi/PNG\16830.png,1
inme\var_kanama/PNG\15577.png,1
inme\yok\11533.png,0
inme\yok\12687.png,0
inme\yok\16565.png,0
inme\yok\13136.png,0
inme\yok\11395.png,0
inme\yok\12235.png,0
inme\var_iskemi/PNG\15848.png,1
inme\yok\10843.png,0
inme\yok\13410.png,0
inme\yok\11839.png,0
inme\yok\16949.png,0
inme\yok\14084.png,0
inme\var_kanama/PNG\10925.png,1
inme\yok\14188.png,0
inme\var_kanama/PNG\16860.png,1
inme\yok\16770.png,0
inme\yok\13853.png,0
inme\yok\16956.png,0
inme\yok\14838.png,0
inme\var_kanama/PNG\16952.png,1
inme\yok\14453.png,0
inme\var_kanama/PNG\11015.png,1
inme\yok\11024.png,0
inme\var_iskemi/PNG\12850.png,1
inme\var_kanama/PNG\14030.png,1
inme\var_kanama/PNG\14330.png,1
inme\var_kanama/PNG\10563.png,1
inme\yok\14144.png,0
inme\yok\12255.png,0
inme\yok\10254.png,0
inme\yok\10886.png,0
inme\yok\11040.png,0
inme\yok\10699.png,0
inme\yok\11240.png,0
inme\yok\12913.png,0
inme\yok\14347.png,0
inme\yok\11949.png,0
inme\yok\12595.png,0
inme\yok\13303.png,0
inme\yok\13170.png,0
inme\var_kanama/PNG\15540.png,1
inme\var_iskemi/PNG\10931.png,1
inme\yok\11378.png,0
inme\yok\11524.png,0
inme\yok\11863.png,0
inme\var_kanama/PNG\13941.png,1
inme\var_iskemi/PNG\15483.png,1
inme\yok\14466.png,0
inme\yok\12983.png,0
inme\var_kanama/PNG\10194.png,1
inme\yok\16220.png,0
inme\var_iskemi/PNG\15835.png,1
inme\var_kanama/PNG\14422.png,1
inme\var_kanama/PNG\16234.png,1
inme\yok\15307.png,0
inme\yok\14560.png,0
inme\yok\11116.png,0
inme\yok\15725.png,0
inme\var_kanama/PNG\14444.png,1
inme\yok\15289.png,0
inme\yok\13274.png,0
inme\yok\11748.png,0
inme\var_iskemi/PNG\16698.png,1
inme\yok\12368.png,0
inme\yok\12220.png,0
inme\yok\11672.png,0
inme\yok\12565.png,0
inme\yok\15641.png,0
inme\var_iskemi/PNG\10280.png,1
inme\var_kanama/PNG\12976.png,1
inme\yok\10909.png,0
inme\yok\15249.png,0
inme\yok\16678.png,0
inme\yok\13658.png,0
inme\var_iskemi/PNG\10635.png,1
inme\var_iskemi/PNG\12840.png,1
inme\yok\10061.png,0
inme\var_iskemi/PNG\16716.png,1
inme\yok\15931.png,0
inme\yok\11648.png,0
inme\yok\12669.png,0
inme\yok\13280.png,0
inme\var_iskemi/PNG\10017.png,1
inme\var_kanama/PNG\10603.png,1
inme\yok\15584.png,0
inme\var_kanama/PNG\15574.png,1
inme\var_kanama/PNG\13200.png,1
inme\yok\10144.png,0
inme\var_iskemi/PNG\10954.png,1
inme\yok\10588.png,0
inme\var_kanama/PNG\10793.png,1
inme\yok\12599.png,0
inme\var_iskemi/PNG\13952.png,1
inme\yok\11918.png,0
